cause_of_death,category_gpt_4o_mini,category_gpt_4o,category_consensus,consensus_no,without_consensus,category_unanimous_consensus,category_human
other transient cerebral ischaemic attacks and related syndromes,none,cerebrovascular disease,cerebrovascular disease,1,True,,cerebrovascular disease
other placental disorders,none,none,none,2,False,none,none
other drug-induced secondary parkinsonism,none,none,none,2,False,none,none
accident on board watercraft without accident to watercraft not causing drowning and submersion unspecified watercraft,none,none,none,2,False,none,none
kernicterus unspecified,none,none,none,2,False,none,none
congenital pulmonary valve stenosis,none,none,none,2,False,none,none
malignant neoplasm laryngeal cartilage,larynx cancer,larynx cancer,larynx cancer,2,False,larynx cancer,larynx cancer
drug-induced interstitial lung disorders unspecified,pulmonary disease,none,pulmonary disease,1,True,,none
congenital malformation of aortic and mitral valves unspecified,none,none,none,2,False,none,none
neuromuscular dysfunction of bladder unspecified,none,none,none,2,False,none,none
sepsis of newborn due to staphylococcus aureus,none,none,none,2,False,none,none
psychodysleptics [hallucinogens],none,none,none,2,False,none,none
malignant neoplasm skin of other and unspecified parts of face,none,none,none,2,False,none,none
acute megakaryoblastic leukaemia,acute myeloid leukemia,none,acute myeloid leukemia,1,True,,none
abscess of intestine,none,none,none,2,False,none,none
other mitral valve diseases,none,none,none,2,False,none,none
disorders of urea cycle metabolism,none,none,none,2,False,none,none
gastrojejunal ulcer chronic or unspecified with perforation,none,none,none,2,False,none,none
sepsis due to haemophilus influenzae,none,none,none,2,False,none,none
sepsis due to streptococcus group d,none,none,none,2,False,none,none
spasm of sphincter of oddi,none,none,none,2,False,none,none
cerebellar ataxia with defective dna repair,none,none,none,2,False,none,none
other hair colour and hair shaft abnormalities,none,none,none,2,False,none,none
pulmonary collapse,pulmonary disease,pulmonary disease,pulmonary disease,2,False,pulmonary disease,pulmonary disease
chronic and other pulmonary manifestations due to radiation,none,none,none,2,False,none,none
acute mastoiditis,none,none,none,2,False,none,none
malignant neoplasm brain stem,none,none,none,2,False,none,none
delusional disorder,none,none,none,2,False,none,none
gastroschisis,none,none,none,2,False,none,none
malignant neoplasm urethra,none,none,none,2,False,none,none
fluid overload,none,none,none,2,False,none,none
pre-eclampsia unspecified,none,none,none,2,False,none,none
acute nonspecific idiopathic pericarditis,none,none,none,2,False,none,none
malignant neoplasm bronchus or lung unspecified,lung cancer,lung cancer,lung cancer,2,False,lung cancer,lung cancer
cutis laxa senilis,none,none,none,2,False,none,none
degenerative disease of nervous system unspecified,none,none,none,2,False,none,none
acquired pure red cell aplasia unspecified,none,none,none,2,False,none,none
vesicovaginal fistula,none,none,none,2,False,none,none
histiocytic and mast cell tumours of uncertain and unknown behaviour,none,none,none,2,False,none,none
pure hyperglyceridaemia,none,none,none,2,False,none,none
viral vaccines,none,none,none,2,False,none,none
dilated cardiomyopathy,none,none,none,2,False,none,none
toxic liver disease with cholestasis,none,none,none,2,False,none,none
person injured while boarding or alighting from special agricultural vehicle,none,none,none,2,False,none,none
other congenital deformities of feet,none,none,none,2,False,none,none
other chorea,none,none,none,2,False,none,none
acute lymphoblastic leukaemia [all],none,none,none,2,False,none,none
rheumatoid nodule,none,none,none,2,False,none,none
malignant neoplasm liver unspecified,none,none,none,2,False,none,none
malignant neoplasm body of stomach,stomach cancer,stomach cancer,stomach cancer,2,False,stomach cancer,stomach cancer
other congenital malformations of spine not associated with scoliosis,none,none,none,2,False,none,none
fetus and newborn affected by maternal hypertensive disorders,none,none,none,2,False,none,none
occupant of heavy transport vehicle injured in collision with fixed or stationary object driver injured in nontraffic accident,none,none,none,2,False,none,none
cerebral infarction due to embolism of cerebral arteries,none,cerebrovascular disease,cerebrovascular disease,1,True,,cerebrovascular disease
haemorrhage of anus and rectum,none,none,none,2,False,none,none
decubitus ulcer and pressure area unspecified from 2014 onwards,none,none,none,2,False,none,none
hydrocephalus unspecified,none,none,none,2,False,none,none
severe pre-eclampsia,none,none,none,2,False,none,none
thromboangiitis obliterans [buerger],none,none,none,2,False,none,none
embolism and thrombosis of arteries of lower extremities,none,none,none,2,False,none,none
other specified functional intestinal disorders,none,none,none,2,False,none,none
juvenile myelomonocytic leukaemia,none,none,none,2,False,none,none
unspecified nephritic syndrome minor glomerular abnormality,none,none,none,2,False,none,none
other symptoms and signs concerning food and fluid intake,none,none,none,2,False,none,none
accessory kidney,none,none,none,2,False,none,none
other abscess of pharynx,none,none,none,2,False,none,none
other dystonia,none,none,none,2,False,none,none
chronic viral hepatitis b without delta-agent,none,none,none,2,False,none,none
idiopathic hypotension,none,none,none,2,False,none,none
paralytic ileus,none,none,none,2,False,none,none
ankylosis of joint,none,none,none,2,False,none,none
postmenopausal atrophic vaginitis,none,none,none,2,False,none,none
malignant neoplasm malignant melanoma of ear and external auricular canal,none,none,none,2,False,none,none
varicella pneumonia,none,none,none,2,False,none,none
other viral enteritis,none,none,none,2,False,none,none
acute epiglottitis,none,none,none,2,False,none,none
acromegaly and pituitary gigantism,none,none,none,2,False,none,none
other specified malignant neoplasms of lymphoid haematopoietic and related tissue,none,none,none,2,False,none,none
other psoriasis,none,none,none,2,False,none,none
other specified mononeuropathies,none,none,none,2,False,none,none
malignant neoplasm upper lobe bronchus or lung,lung cancer,lung cancer,lung cancer,2,False,lung cancer,lung cancer
eosinophilia,none,none,none,2,False,none,none
other specified noninflammatory disorders of cervix uteri,none,none,none,2,False,none,none
pure hypercholesterolaemia,none,none,none,2,False,none,none
malignant neoplasm of other and ill-defined sites abdomen,none,none,none,2,False,none,none
byssinosis,none,none,none,2,False,none,none
perforation of oesophagus,none,none,none,2,False,none,none
motorcycle rider injured in collision with fixed or stationary object driver injured in traffic accident,none,none,none,2,False,none,none
by unspecified person,none,none,none,2,False,none,none
achalasia of cardia,none,none,none,2,False,none,none
sequelae of intracerebral haemorrhage,none,cerebrovascular disease,cerebrovascular disease,1,True,,cerebrovascular disease
alcoholic cirrhosis of liver,none,none,none,2,False,none,none
motorcycle rider injured in collision with other nonmotor vehicle driver injured in traffic accident,none,none,none,2,False,none,none
mental and behavioural disorders due to use of alcohol withdrawal state,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour urethra,none,none,none,2,False,none,none
cardiomyopathy unspecified,none,none,none,2,False,none,none
person injured in other specified collisionnoncollision transport accidents involving nonmotor vehicle traffic,none,none,none,2,False,none,none
occupant of railway train or railway vehicle injured in unspecified railway accident,none,none,none,2,False,none,none
rh isoimmunization of fetus and newborn,none,none,none,2,False,none,none
other congenital malformations of cardiac septa,none,none,none,2,False,none,none
autoimmune thyroiditis,none,none,none,2,False,none,none
fistula of gallbladder,none,none,none,2,False,none,none
pyogenic arthritis unspecified,none,none,none,2,False,none,none
accident on board watercraft without accident to watercraft not causing drowning and submersion other powered watercraft,none,none,none,2,False,none,none
other acute myocarditis,none,ischaemic heart disease,ischaemic heart disease,1,True,,none
duodenal ulcer chronic or unspecified with haemorrhage,none,none,none,2,False,none,none
fragile x chromosome,none,none,none,2,False,none,none
pedal cyclist injured in collision with car pick-up truck or van driver injured in traffic accident,none,none,none,2,False,none,none
sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient or of later complication without mention of misadventure at the time of the procedure,none,none,none,2,False,none,none
cardiac-stimulant glycosides and drugs of similar action,none,none,none,2,False,none,none
other disorders of facial nerve,none,none,none,2,False,none,none
chronic obstructive pulmonary disease with acute exacerbation unspecified,pulmonary disease,pulmonary disease,pulmonary disease,2,False,pulmonary disease,pulmonary disease
pilonidal cyst with abscess,none,none,none,2,False,none,none
noninflammatory disorder of ovary fallopian tube and broad ligament unspecified,none,none,none,2,False,none,none
benign neoplasm other specified endocrine glands,none,none,none,2,False,none,none
arthritis unspecified,none,none,none,2,False,none,none
dyskinetic cerebral palsy,none,none,none,2,False,none,none
other specified congenital malformations of brain,none,none,none,2,False,none,none
peritonitis unspecified,none,none,none,2,False,none,none
